timestamp,ABSLamp_FailSts,EBDLamp_FailSts,VDCLamp_FailSts,ElectricSteeringLamp_FailSts,LowBeamSts,CompressorACReqSts,KeySts,DriverDoorSts,ExternalTemperature,ExternalTemperatureFailSts,DriveStyleSts,RechargeSts,FuelLevelFailSts,FuelLevel,BrakePadWearSts,BrakeFluidLevelSts,HandBrakeSts,RHeatedWindowSts,FrontWiperMoveSts,TravelDistance
1589449616.907103,0,2,0,0,0,0,4,0,27.5,0,0,1,0,0,0,0,1,0,0,49.0
1589449617.0070686,0,2,0,0,0,0,4,0,27.5,0,0,1,0,0,0,0,1,0,0,49.0
1589449617.104515,0,2,0,0,0,0,4,0,27.5,0,0,1,0,0,0,0,1,0,0,49.0
1589449617.2045186,0,2,0,0,0,0,4,0,27.5,0,0,1,0,0,0,0,1,0,0,49.0
1589449617.3046825,0,2,0,0,0,0,4,0,27.5,0,0,1,0,0,0,0,1,0,0,49.0
1589449617.4044383,0,2,0,0,0,0,4,0,27.5,0,0,1,0,0,0,0,1,0,0,49.0
1589449617.504429,0,2,0,0,0,0,4,0,27.5,0,0,1,0,0,0,0,1,0,0,49.0
1589449617.6044416,0,2,0,0,0,0,4,0,27.5,0,0,1,0,0,0,0,1,0,0,49.0
1589449617.704509,0,2,0,0,0,0,4,0,27.5,0,0,1,0,0,0,0,1,0,0,49.0
1589449617.8070576,0,2,0,0,0,0,4,0,27.5,0,0,1,0,0,0,0,1,0,0,49.0
1589449617.904429,0,2,0,0,0,0,4,0,27.5,0,0,1,0,0,0,0,1,0,0,49.0
1589449618.0044394,0,2,0,0,0,0,4,0,27.5,0,0,1,0,0,0,0,1,0,0,49.0
1589449618.1044416,0,2,0,0,0,0,4,0,27.5,0,0,1,0,0,0,0,1,0,0,49.0
1589449618.2044299,0,2,0,0,0,0,4,0,27.5,0,0,1,0,0,0,0,1,0,0,49.0
1589449618.3070338,0,2,0,0,0,0,4,0,27.5,0,0,1,0,0,0,0,1,0,0,49.0
1589449618.4070532,0,2,0,0,0,0,4,0,27.5,0,0,1,0,0,0,0,1,0,0,49.0
1589449618.5044072,0,2,0,0,0,0,4,0,27.5,0,0,1,0,0,0,0,1,0,0,49.0
1589449618.6044552,0,2,0,0,0,0,4,0,27.5,0,0,1,0,0,0,0,1,0,0,49.0
1589449618.704454,0,2,0,0,0,0,4,0,27.5,0,0,1,0,0,0,0,1,0,0,49.0
1589449618.8046973,0,2,0,0,0,0,4,0,27.5,0,0,1,0,0,0,0,1,0,0,49.0
1589449618.9046443,0,2,0,0,0,0,4,0,27.5,0,0,1,0,0,0,0,1,0,0,49.0
1589449619.0045931,0,2,0,0,0,0,4,0,27.5,0,0,1,0,0,0,0,1,0,0,49.0
1589449619.1043866,0,2,0,0,0,0,4,0,27.5,0,0,1,0,0,0,0,1,0,0,49.0
1589449619.2044818,0,2,0,0,0,0,4,0,27.5,0,0,1,0,0,0,0,1,0,0,49.0
1589449619.30453,0,2,0,0,0,0,4,0,27.5,0,0,1,0,0,0,0,1,0,0,49.0
1589449619.404345,0,2,0,0,0,0,4,0,27.5,0,0,1,0,0,0,0,1,0,0,49.0
1589449619.5043383,0,2,0,0,0,0,4,0,27.5,0,0,1,0,0,0,0,1,0,0,49.0
1589449619.6045065,0,2,0,0,0,0,4,0,27.5,0,0,1,0,0,0,0,1,0,0,49.0
1589449619.7045076,0,2,0,0,0,0,4,0,27.5,0,0,1,0,0,0,0,1,0,0,49.0
1589449619.8045726,0,2,0,0,0,0,4,0,27.5,0,0,1,0,0,0,0,1,0,0,49.0
1589449619.904327,0,2,0,0,0,0,4,0,27.5,0,0,1,0,0,0,0,1,0,0,49.0
1589449620.004326,0,2,0,0,0,0,4,0,27.5,0,0,1,0,0,0,0,1,0,0,49.0
1589449620.1073074,0,2,0,0,0,0,4,0,27.5,0,0,1,0,0,0,0,1,0,0,49.0
1589449620.204504,0,2,0,0,0,0,4,0,27.5,0,0,1,0,0,0,0,1,0,0,49.0
1589449620.3045733,0,2,0,0,0,0,4,0,27.5,0,0,1,0,0,0,0,1,0,0,49.0
1589449620.4043458,0,2,0,0,0,0,4,0,27.5,0,0,1,0,0,0,0,1,0,0,49.0
1589449620.504326,0,2,0,0,0,0,4,0,27.5,0,0,1,0,0,0,0,1,0,0,49.0
1589449620.60433,0,2,0,0,0,0,4,0,27.5,0,0,1,0,0,0,0,1,0,0,49.0
1589449620.7043352,0,2,0,0,0,0,4,0,27.5,0,0,1,0,0,0,0,1,0,0,49.0
1589449620.8070314,0,2,0,0,0,0,4,0,27.5,0,0,1,0,0,0,0,1,0,0,49.0
1589449620.907089,0,2,0,0,0,0,4,0,27.5,0,0,1,0,0,0,0,1,0,0,49.0
1589449621.0043304,0,2,0,0,0,0,4,0,27.5,0,0,1,0,0,0,0,1,0,0,49.0
1589449621.1043298,0,2,0,0,0,0,4,0,27.5,0,0,1,0,0,0,0,1,0,0,49.0
1589449621.204335,0,2,0,0,0,0,4,0,27.5,0,0,1,0,0,0,0,1,0,0,49.0
1589449621.3046477,0,2,0,0,0,0,4,0,27.5,0,0,1,0,0,0,0,1,0,0,49.0
1589449621.4046493,0,2,0,0,0,0,4,0,27.5,0,0,1,0,0,0,0,1,0,0,49.0
1589449621.504429,0,2,0,0,0,0,4,0,27.5,0,0,1,0,0,0,0,1,0,0,49.0
1589449621.6070457,0,2,0,0,0,0,4,0,27.5,0,0,1,0,0,0,0,1,0,0,49.0
1589449621.7044299,0,2,0,0,0,0,4,0,27.5,0,0,1,0,0,0,0,1,0,0,49.0
1589449621.8043854,0,2,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,1,0,0,49.0
1589449621.904144,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449622.00415,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449622.104213,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449622.2045078,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449622.304953,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449622.4041476,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449622.5041492,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449622.6041594,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449622.7044663,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449622.804384,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449622.9044764,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449623.0042963,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449623.1041439,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449623.2041512,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449623.3044667,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449623.4041388,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449623.5041509,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449623.6041417,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449623.7041497,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449623.8045197,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449623.9042153,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449624.0041387,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449624.1041954,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449624.2042205,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449624.304474,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449624.4042265,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449624.5043826,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449624.604229,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449624.70423,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449624.8044815,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449624.9049635,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449625.004695,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449625.1043956,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449625.2042365,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449625.304474,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449625.4044864,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449625.5042381,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449625.6042504,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449625.704363,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449625.804483,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449625.904253,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449626.0045466,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449626.1045609,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449626.2042356,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449626.3045974,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449626.4043057,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449626.5042393,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449626.6042497,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449626.7042286,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449626.8044744,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449626.9043512,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449627.0054185,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449627.1044643,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449627.2044668,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449627.3044746,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449627.404481,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449627.5044675,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449627.6048071,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449627.704232,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449627.8052673,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449627.9042442,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449628.004227,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449628.1043086,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449628.2043397,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449628.3044837,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449628.4044585,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449628.504279,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449628.6042392,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449628.7042673,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449628.804577,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449628.9042394,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449629.004238,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449629.104272,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449629.2042568,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449629.3045645,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449629.4043489,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449629.5042393,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449629.604261,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449629.7042558,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449629.8044834,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449629.9043016,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449630.0043778,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449630.104208,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449630.2041602,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449630.3043983,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449630.4041405,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449630.5041447,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449630.6042328,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449630.7041414,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449630.8043976,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449630.9041417,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449631.0041418,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449631.104188,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449631.2042322,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449631.3043902,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449631.4041505,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449631.5041528,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449631.6041527,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449631.704185,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449631.8044991,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449631.9041572,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449632.0041513,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449632.1041555,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449632.2041516,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449632.3044038,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449632.404262,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449632.5042043,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449632.6042364,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449632.7042391,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449632.8044853,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449632.9042835,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449633.0043638,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449633.104244,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449633.2042382,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449633.3044882,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449633.4042385,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449633.5042667,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449633.6043887,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449633.704241,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449633.8044753,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449633.9042354,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449634.0042336,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
1589449634.1042557,0,0,0,0,0,0,1,0,27.5,0,0,1,0,0,0,0,0,0,0,49.0
